controller,rtt_ms,loss_pct,rate_mbps,cwnd,inflight,bodies,queue_bytes,dropped
DELAY-CC (latency-aware),205.9,0.0,0.209,5000,7052,1000,7052,0
DELAY-CC (latency-aware),210.0,0.0,0.164,5000,7052,1000,7052,0
DELAY-CC (latency-aware),209.6,0.0,0.164,5000,7052,1000,0,0
DELAY-CC (latency-aware),209.6,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),207.4,0.0,0.154,5000,7052,1000,0,0
DELAY-CC (latency-aware),206.5,0.0,0.215,5000,7052,1000,7052,0
DELAY-CC (latency-aware),203.9,0.0,0.166,5000,7052,1000,7052,0
DELAY-CC (latency-aware),207.1,0.0,0.169,5000,7052,1000,7052,0
DELAY-CC (latency-aware),206.6,0.0,0.169,5000,7052,1000,0,0
DELAY-CC (latency-aware),204.4,0.0,0.215,5000,7052,1000,7052,0
DELAY-CC (latency-aware),205.5,0.0,0.157,5000,7052,1000,7052,0
DELAY-CC (latency-aware),205.8,0.0,0.157,5000,7052,1000,0,0
DELAY-CC (latency-aware),204.5,0.0,0.215,5000,7052,1000,7052,0
DELAY-CC (latency-aware),209.0,0.0,0.164,5000,7052,1000,7052,0
DELAY-CC (latency-aware),206.1,0.0,0.161,5000,7052,1000,0,0
DELAY-CC (latency-aware),205.0,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),202.4,0.0,0.157,5000,7052,1000,0,0
DELAY-CC (latency-aware),200.9,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),208.9,0.0,0.159,5000,7052,1000,7052,0
DELAY-CC (latency-aware),206.8,0.0,0.206,5000,7052,1000,7052,0
DELAY-CC (latency-aware),204.0,0.0,0.155,5000,7052,1000,0,0
DELAY-CC (latency-aware),201.4,0.0,0.218,5000,7052,1000,7052,0
DELAY-CC (latency-aware),203.6,0.0,0.162,5000,7052,1000,0,0
DELAY-CC (latency-aware),206.4,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),205.0,0.0,0.159,5000,7052,1000,7052,0
DELAY-CC (latency-aware),199.1,0.0,0.218,5000,7052,1000,7052,0
DELAY-CC (latency-aware),203.0,0.0,0.169,5000,7052,1000,7052,0
DELAY-CC (latency-aware),203.6,0.0,0.157,5000,7052,1000,0,0
DELAY-CC (latency-aware),202.2,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),204.2,0.0,0.161,5000,7052,1000,7052,0
DELAY-CC (latency-aware),202.4,0.0,0.164,5000,7052,1000,0,0
DELAY-CC (latency-aware),198.0,0.0,0.218,5000,7052,1000,7052,0
DELAY-CC (latency-aware),203.3,0.0,0.166,5000,7052,1000,0,0
DELAY-CC (latency-aware),198.4,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),195.1,0.0,0.159,5000,7052,1000,0,0
DELAY-CC (latency-aware),198.2,0.0,0.212,5000,7052,1000,7052,0
DELAY-CC (latency-aware),203.5,0.0,0.164,5000,7052,1000,0,0
DELAY-CC (latency-aware),209.9,0.0,0.218,5000,7052,1000,7052,0
DELAY-CC (latency-aware),214.7,0.0,0.152,5000,7052,1000,7052,0
DELAY-CC (latency-aware),206.6,0.0,0.215,5000,7052,1000,7052,0
DELAY-CC (latency-aware),204.1,0.0,0.169,5000,7052,1000,7052,0
DELAY-CC (latency-aware),207.4,0.0,0.166,5000,7052,1000,0,0
DELAY-CC (latency-aware),202.9,0.0,0.209,5000,7052,1000,7052,0
DELAY-CC (latency-aware),199.6,0.0,0.166,5000,7052,1000,0,0
DELAY-CC (latency-aware),198.1,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),198.2,0.0,0.161,5000,7052,1000,7052,0
DELAY-CC (latency-aware),201.3,0.0,0.161,5000,7052,1000,0,0
DELAY-CC (latency-aware),206.4,0.0,0.212,5000,7052,1000,7052,0
DELAY-CC (latency-aware),203.6,0.0,0.166,5000,7052,1000,7052,0
DELAY-CC (latency-aware),200.0,0.0,0.169,5000,7052,1000,0,0
DELAY-CC (latency-aware),201.4,0.0,0.225,5000,7052,1000,7052,0
DELAY-CC (latency-aware),205.4,0.0,0.157,5000,7052,1000,7052,0
DELAY-CC (latency-aware),201.8,0.0,0.209,5000,7052,1000,7052,0
DELAY-CC (latency-aware),197.3,0.0,0.155,5000,7052,1000,0,0
DELAY-CC (latency-aware),202.2,0.0,0.212,5000,7052,1000,7052,0
DELAY-CC (latency-aware),204.5,0.0,0.166,5000,7052,1000,0,0
DELAY-CC (latency-aware),205.8,0.0,0.218,5000,7052,1000,7052,0
DELAY-CC (latency-aware),202.9,0.0,0.166,5000,7052,1000,7052,0
DELAY-CC (latency-aware),198.1,0.0,0.169,5000,7052,1000,0,0
DELAY-CC (latency-aware),194.7,0.0,0.209,5000,7052,1000,7052,0
PPO AGENT (trained RL),197.0,0.0,0.164,6000,7052,1000,0,0
PPO AGENT (trained RL),204.5,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.0,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),199.9,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),199.9,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),197.7,0.0,0.157,5000,7050,1000,0,0
PPO AGENT (trained RL),199.3,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),197.3,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),199.9,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),197.3,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),196.0,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),201.8,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.4,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.8,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),204.0,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.8,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),212.3,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),212.2,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),209.2,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.1,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),212.4,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),209.3,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.6,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),209.4,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),203.5,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.5,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.0,0.0,0.157,5000,7050,1000,0,0
PPO AGENT (trained RL),204.5,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),198.5,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.4,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),198.6,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.6,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),202.5,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.5,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),204.7,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.0,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.4,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),201.4,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),200.3,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.1,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),201.7,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.9,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.2,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),209.3,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),210.9,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),208.8,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),208.3,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.1,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),203.9,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),198.6,0.0,0.154,5000,7050,1000,0,0
PPO AGENT (trained RL),198.8,0.0,0.206,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.9,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),204.1,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),208.9,0.0,0.159,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.9,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),209.1,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),212.6,0.0,0.157,5000,7050,1000,0,0
PPO AGENT (trained RL),210.0,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.5,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),210.9,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),207.6,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.5,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),209.5,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),205.8,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.1,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.3,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),208.0,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),208.4,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),210.2,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),205.1,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),199.7,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),198.7,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),204.1,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.3,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.5,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),202.5,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.4,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),197.2,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.2,0.0,0.157,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.6,0.0,0.157,5000,7050,1000,0,0
PPO AGENT (trained RL),204.0,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),200.4,0.0,0.152,5000,7050,1000,0,0
PPO AGENT (trained RL),206.9,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.9,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),208.9,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),211.4,0.0,0.206,5000,7050,1000,7050,0
PPO AGENT (trained RL),210.9,0.0,0.159,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.1,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),199.2,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),198.6,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),201.6,0.0,0.203,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.9,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),208.7,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),212.5,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),210.9,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),209.7,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),201.1,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.8,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.7,0.0,0.155,5000,7050,1000,0,0
PPO AGENT (trained RL),204.1,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.7,0.0,0.157,5000,7050,1000,0,0
PPO AGENT (trained RL),200.5,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.3,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.9,0.0,0.206,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.3,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.9,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),198.5,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),198.8,0.0,0.206,5000,7050,1000,7050,0
PPO AGENT (trained RL),200.6,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.5,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),210.8,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.9,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.4,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),199.8,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),198.9,0.0,0.155,5000,7050,1000,0,0
PPO AGENT (trained RL),202.3,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.8,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.0,0.0,0.206,5000,7050,1000,7050,0
PPO AGENT (trained RL),196.6,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.9,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),204.3,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.7,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.4,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),202.8,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.8,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),204.5,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.0,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.3,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),199.4,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.2,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),206.4,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.2,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.5,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),208.7,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.6,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),198.9,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.7,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.6,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),204.7,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),201.0,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.8,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),213.3,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),215.7,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),216.2,0.0,0.154,5000,7050,1000,7050,0
PPO AGENT (trained RL),213.8,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),210.5,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),211.8,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.2,0.0,0.166,5000,7050,1000,0,0
PPO AGENT (trained RL),203.7,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.4,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.4,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),205.7,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.6,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.8,0.0,0.159,5000,7050,1000,0,0
PPO AGENT (trained RL),205.7,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),207.5,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.1,0.0,0.209,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.4,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),200.8,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),204.4,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.7,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.4,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),205.1,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.6,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),208.1,0.0,0.157,5000,7050,1000,0,0
PPO AGENT (trained RL),205.7,0.0,0.206,5000,7050,1000,7050,0
PPO AGENT (trained RL),200.7,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),197.8,0.0,0.154,5000,7050,1000,0,0
PPO AGENT (trained RL),206.7,0.0,0.212,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.9,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),208.8,0.0,0.155,5000,7050,1000,0,0
PPO AGENT (trained RL),207.9,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.4,0.0,0.169,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.8,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),203.3,0.0,0.225,5000,7050,1000,7050,0
PPO AGENT (trained RL),199.9,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),200.9,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),203.3,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),205.2,0.0,0.164,5000,7050,1000,7050,0
PPO AGENT (trained RL),204.5,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),209.2,0.0,0.169,5000,7050,1000,0,0
PPO AGENT (trained RL),211.2,0.0,0.215,5000,7050,1000,7050,0
PPO AGENT (trained RL),206.6,0.0,0.155,5000,7050,1000,0,0
PPO AGENT (trained RL),204.0,0.0,0.218,5000,7050,1000,7050,0
PPO AGENT (trained RL),202.2,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),191.7,0.0,0.206,5000,7050,1000,7050,0
PPO AGENT (trained RL),199.0,0.0,0.161,5000,7050,1000,0,0
PPO AGENT (trained RL),204.3,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.4,0.0,0.166,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.1,0.0,0.157,5000,7050,1000,0,0
PPO AGENT (trained RL),207.0,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),208.8,0.0,0.161,5000,7050,1000,7050,0
PPO AGENT (trained RL),203.5,0.0,0.164,5000,7050,1000,0,0
PPO AGENT (trained RL),202.7,0.0,0.222,5000,7050,1000,7050,0
PPO AGENT (trained RL),212.7,0.0,0.152,5000,7050,1000,7050,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
PPO AGENT (trained RL),212.7,0.0,0.0,5000,7050,1000,0,0
